OPEN_TIME;OPEN;CLOSE;HIGH;LOW;VOLUME;CLOSE_TIME
2018-01-11T04:00:00;12911.92;13530.42;13631.98;11400.0;12868.43;2018-01-11T07:59:59.999000
2018-01-11T08:00:00;13530.42;13385.1;13896.7;13041.0;3680.23;2018-01-11T11:59:59.999000
2018-01-11T12:00:00;13385.1;13958.08;14400.0;13282.13;4441.49;2018-01-11T15:59:59.999000
2018-01-11T16:00:00;13950.05;13430.16;14190.0;13205.58;2789.53;2018-01-11T19:59:59.999000
2018-01-11T20:00:00;13400.0;13238.78;13655.92;12511.0;4794.64;2018-01-11T23:59:59.999000
2018-01-12T00:00:00;13238.76;13850.0;13855.0;12500.0;4171.7;2018-01-12T03:59:59.999000
2018-01-12T04:00:00;13854.95;13722.04;13966.63;13354.1;2879.47;2018-01-12T07:59:59.999000
2018-01-12T08:00:00;13722.04;13900.02;14109.78;13301.99;2432.97;2018-01-12T11:59:59.999000
2018-01-12T12:00:00;13900.02;13411.79;14059.48;13358.99;2641.69;2018-01-12T15:59:59.999000
2018-01-12T16:00:00;13411.79;13717.0;13801.01;13222.0;2835.85;2018-01-12T19:59:59.999000
2018-01-12T20:00:00;13717.0;13740.01;13900.0;13510.0;1455.47;2018-01-12T23:59:59.999000
2018-01-13T00:00:00;13749.95;14066.0;14250.0;13706.15;2933.25;2018-01-13T03:59:59.999000
2018-01-13T04:00:00;14065.99;14255.09;14320.0;13948.41;2020.97;2018-01-13T07:59:59.999000
2018-01-13T08:00:00;14250.0;14178.0;14254.0;13974.94;1680.68;2018-01-13T11:59:59.999000
2018-01-13T12:00:00;14166.0;14241.26;14580.0;14083.55;2567.92;2018-01-13T15:59:59.999000
2018-01-13T16:00:00;14257.84;14089.34;14357.0;13923.18;1948.46;2018-01-13T19:59:59.999000
2018-01-13T20:00:00;14086.64;14210.0;14348.19;14022.0;1070.23;2018-01-13T23:59:59.999000
2018-01-14T00:00:00;14210.0;14162.0;14339.5;14088.55;1083.62;2018-01-14T03:59:59.999000
2018-01-14T04:00:00;14165.0;13590.0;14200.0;13359.07;2682.72;2018-01-14T07:59:59.999000
2018-01-14T08:00:00;13590.0;13280.15;13720.0;13120.0;2964.08;2018-01-14T11:59:59.999000
2018-01-14T12:00:00;13280.16;12869.89;13426.45;12569.2;6253.57;2018-01-14T15:59:59.999000
2018-01-14T16:00:00;12869.82;13109.0;13450.0;12690.01;2321.42;2018-01-14T19:59:59.999000
2018-01-14T20:00:00;13130.52;13474.99;13600.8;13100.0;1712.48;2018-01-14T23:59:59.999000
2018-01-15T00:00:00;13477.98;13368.43;13733.52;13215.56;2125.16;2018-01-15T03:59:59.999000
2018-01-15T04:00:00;13367.0;13355.0;13736.4;13251.0;1952.4;2018-01-15T07:59:59.999000
2018-01-15T08:00:00;13346.34;13644.9;13740.27;13147.79;3087.36;2018-01-15T11:59:59.999000
2018-01-15T12:00:00;13645.0;13990.01;14249.99;13520.17;3698.88;2018-01-15T15:59:59.999000
2018-01-15T16:00:00;13990.01;13760.0;14100.0;13655.21;1868.8;2018-01-15T19:59:59.999000
2018-01-15T20:00:00;13774.97;13539.93;13841.75;13340.64;1919.5;2018-01-15T23:59:59.999000
2018-01-16T00:00:00;13500.0;12828.99;13542.93;12501.0;7118.02;2018-01-16T03:59:59.999000
2018-01-16T04:00:00;12829.98;12347.32;13169.0;12222.0;3386.53;2018-01-16T07:59:59.999000
2018-01-16T08:00:00;12340.0;12127.16;12488.0;10620.88;17380.26;2018-01-16T11:59:59.999000
2018-01-16T12:00:00;12140.0;11964.02;12200.0;11000.0;8099.86;2018-01-16T15:59:59.999000
2018-01-16T16:00:00;11963.9;11064.52;11988.47;10575.35;8288.47;2018-01-16T19:59:59.999000
2018-01-16T20:00:00;11082.12;10900.0;11439.0;9035.0;19128.03;2018-01-16T23:59:59.999000
2018-01-17T00:00:00;10899.99;10415.99;11488.88;9777.0;12871.83;2018-01-17T03:59:59.999000
2018-01-17T04:00:00;10415.99;10765.01;11111.0;9950.55;8250.15;2018-01-17T07:59:59.999000
2018-01-17T08:00:00;10777.93;9808.14;10799.78;9587.99;9702.34;2018-01-17T11:59:59.999000
2018-01-17T12:00:00;9850.76;9227.47;10333.01;9037.94;14020.74;2018-01-17T15:59:59.999000
2018-01-17T16:00:00;9227.46;10390.0;10600.83;9150.01;11753.77;2018-01-17T19:59:59.999000
2018-01-17T20:00:00;10366.0;10988.79;11680.99;10181.89;15732.96;2018-01-17T23:59:59.999000
2018-01-18T00:00:00;10972.59;10955.45;11600.0;10650.0;9452.01;2018-01-18T03:59:59.999000
2018-01-18T04:00:00;10950.01;10472.97;11325.06;10435.33;8196.57;2018-01-18T07:59:59.999000
2018-01-18T08:00:00;10461.71;11413.78;11499.0;10440.01;6725.66;2018-01-18T11:59:59.999000
2018-01-18T12:00:00;11413.78;11700.0;11878.82;11230.0;8457.28;2018-01-18T15:59:59.999000
2018-01-18T16:00:00;11696.99;11541.94;11700.06;10888.0;7545.9;2018-01-18T19:59:59.999000
2018-01-18T20:00:00;11535.0;10961.97;11742.95;10635.3;8087.01;2018-01-18T23:59:59.999000
2018-01-19T00:00:00;10960.0;10830.52;11435.0;10360.0;8231.73;2018-01-19T03:59:59.999000
2018-01-19T04:00:00;10830.52;11069.72;11333.0;10601.0;5488.38;2018-01-19T07:59:59.999000
2018-01-19T08:00:00;11060.0;11530.22;11596.0;10950.0;5898.41;2018-01-19T11:59:59.999000
2018-01-19T12:00:00;11535.18;11400.0;11795.0;11123.0;6420.49;2018-01-19T15:59:59.999000
2018-01-19T16:00:00;11383.16;11160.5;11700.0;11003.0;5110.6;2018-01-19T19:59:59.999000
2018-01-19T20:00:00;11141.1;11474.98;11487.39;11061.22;2979.76;2018-01-19T23:59:59.999000
2018-01-20T00:00:00;11474.98;11749.93;11795.0;11412.45;3661.42;2018-01-20T03:59:59.999000
2018-01-20T04:00:00;11749.91;12660.98;12869.0;11545.0;9899.46;2018-01-20T07:59:59.999000
2018-01-20T08:00:00;12660.98;12320.01;12835.0;12300.0;4266.53;2018-01-20T11:59:59.999000
2018-01-20T12:00:00;12320.05;12539.05;12700.0;12240.24;3472.52;2018-01-20T15:59:59.999000
2018-01-20T16:00:00;12539.08;12770.02;13099.0;12535.0;4922.86;2018-01-20T19:59:59.999000
2018-01-20T20:00:00;12779.53;12799.94;12929.97;12600.0;2546.07;2018-01-20T23:59:59.999000
2018-01-21T00:00:00;12799.8;12400.0;12799.8;12201.0;5130.62;2018-01-21T03:59:59.999000
2018-01-21T04:00:00;12409.96;11701.14;12410.0;11300.0;9978.49;2018-01-21T07:59:59.999000
2018-01-21T08:00:00;11721.43;12194.18;12194.18;11515.0;6688.41;2018-01-21T11:59:59.999000
2018-01-21T12:00:00;12194.18;11412.0;12291.35;11403.0;5842.03;2018-01-21T15:59:59.999000
2018-01-21T16:00:00;11420.99;11356.99;11548.99;11024.0;8398.57;2018-01-21T19:59:59.999000
2018-01-21T20:00:00;11356.99;11530.0;11542.39;10965.0;5341.65;2018-01-21T23:59:59.999000
2018-01-22T00:00:00;11530.0;11502.93;11770.0;11149.0;5103.97;2018-01-22T03:59:59.999000
2018-01-22T04:00:00;11480.56;11743.97;11765.0;11400.0;4492.38;2018-01-22T07:59:59.999000
2018-01-22T08:00:00;11745.0;11240.0;11926.35;11231.0;4390.4;2018-01-22T11:59:59.999000
2018-01-22T12:00:00;11240.0;10330.0;11380.0;10139.97;14109.46;2018-01-22T15:59:59.999000
2018-01-22T16:00:00;10330.06;10540.71;10750.0;10231.0;6780.88;2018-01-22T19:59:59.999000
2018-01-22T20:00:00;10507.01;10760.05;10849.0;9900.24;8875.51;2018-01-22T23:59:59.999000
2018-01-23T00:00:00;10760.05;10835.0;10998.0;10502.0;5031.54;2018-01-23T03:59:59.999000
2018-01-23T04:00:00;10830.82;10250.0;10941.54;10108.4;6406.77;2018-01-23T07:59:59.999000
2018-01-23T08:00:00;10250.85;10143.1;10645.06;9905.0;5818.29;2018-01-23T11:59:59.999000
2018-01-23T12:00:00;10143.01;10750.0;10770.54;9987.02;6732.22;2018-01-23T15:59:59.999000
2018-01-23T16:00:00;10750.0;10952.98;11399.0;10740.0;8641.77;2018-01-23T19:59:59.999000
2018-01-23T20:00:00;10952.96;10799.18;11199.0;10678.0;4843.33;2018-01-23T23:59:59.999000
2018-01-24T00:00:00;10799.14;10820.32;10894.08;10503.0;4205.3;2018-01-24T03:59:59.999000
2018-01-24T04:00:00;10820.32;10956.0;11100.1;10500.0;4565.21;2018-01-24T07:59:59.999000
2018-01-24T08:00:00;10955.99;11111.0;11234.0;10729.0;4105.8;2018-01-24T11:59:59.999000
2018-01-24T12:00:00;11111.0;11070.09;11570.48;11022.0;7581.66;2018-01-24T15:59:59.999000
2018-01-24T16:00:00;11070.09;11235.28;11285.99;10862.08;3826.55;2018-01-24T19:59:59.999000
2018-01-24T20:00:00;11235.28;11349.99;11390.0;11057.0;2874.07;2018-01-24T23:59:59.999000
2018-01-25T00:00:00;11349.96;11688.5;11794.05;11248.48;4505.2;2018-01-25T03:59:59.999000
2018-01-25T04:00:00;11691.28;11460.0;11691.28;11430.0;3712.39;2018-01-25T07:59:59.999000
2018-01-25T08:00:00;11465.91;11215.0;11483.98;11147.07;3271.21;2018-01-25T11:59:59.999000
2018-01-25T12:00:00;11215.0;10999.0;11327.73;10959.0;3855.51;2018-01-25T15:59:59.999000
2018-01-25T16:00:00;10998.99;11237.57;11303.9;10950.21;3193.62;2018-01-25T19:59:59.999000
2018-01-25T20:00:00;11230.0;11175.27;11395.0;11111.0;2302.02;2018-01-25T23:59:59.999000
2018-01-26T00:00:00;11184.7;11507.34;11643.0;11160.43;3377.24;2018-01-26T03:59:59.999000
2018-01-26T04:00:00;11507.36;11010.0;11555.0;11010.0;3269.7;2018-01-26T07:59:59.999000
2018-01-26T08:00:00;11010.09;10513.97;11034.95;10311.15;11290.86;2018-01-26T11:59:59.999000
2018-01-26T12:00:00;10510.0;11147.85;11147.85;10410.0;7721.12;2018-01-26T15:59:59.999000
2018-01-26T16:00:00;11147.84;10933.0;11399.0;10868.8;5122.93;2018-01-26T19:59:59.999000
2018-01-26T20:00:00;10932.99;11089.0;11168.0;10800.93;2275.01;2018-01-26T23:59:59.999000
2018-01-27T00:00:00;11089.0;10985.0;11251.0;10842.69;2809.37;2018-01-27T03:59:59.999000
2018-01-27T04:00:00;10985.0;11243.68;11400.0;10963.0;3227.16;2018-01-27T07:59:59.999000
2018-01-27T08:00:00;11243.68;11020.0;11349.0;10900.0;3153.96;2018-01-27T11:59:59.999000
2018-01-27T12:00:00;11018.0;11464.97;11495.0;10968.18;3418.74;2018-01-27T15:59:59.999000
2018-01-27T16:00:00;11452.62;11505.17;11625.0;11360.0;3424.0;2018-01-27T19:59:59.999000
2018-01-27T20:00:00;11505.1;11491.0;11650.0;11400.0;2827.53;2018-01-27T23:59:59.999000
2018-01-28T00:00:00;11499.98;11592.93;11620.0;11408.0;2108.36;2018-01-28T03:59:59.999000
2018-01-28T04:00:00;11592.93;11969.0;12244.0;11581.85;5107.72;2018-01-28T07:59:59.999000
2018-01-28T08:00:00;11969.0;12012.62;12067.99;11818.0;2844.87;2018-01-28T11:59:59.999000
2018-01-28T12:00:00;12001.94;11791.12;12079.9;11652.0;3154.97;2018-01-28T15:59:59.999000
2018-01-28T16:00:00;11793.0;11870.0;11925.0;11750.0;1837.89;2018-01-28T19:59:59.999000
2018-01-28T20:00:00;11870.0;11879.95;11999.98;11804.8;1833.53;2018-01-28T23:59:59.999000
2018-01-29T00:00:00;11879.95;11598.98;11975.02;11433.0;3934.34;2018-01-29T03:59:59.999000
2018-01-29T04:00:00;11598.98;11318.01;11739.08;11273.0;2856.96;2018-01-29T07:59:59.999000
2018-01-29T08:00:00;11320.0;11279.99;11528.0;11139.55;2467.46;2018-01-29T11:59:59.999000
2018-01-29T12:00:00;11272.01;11383.91;11445.0;11202.82;1923.31;2018-01-29T15:59:59.999000
2018-01-29T16:00:00;11383.91;11283.81;11499.0;11270.01;1578.51;2018-01-29T19:59:59.999000
2018-01-29T20:00:00;11280.83;11251.0;11410.0;11150.0;1409.8;2018-01-29T23:59:59.999000
2018-01-30T00:00:00;11250.11;10995.06;11308.42;10850.0;2809.96;2018-01-30T03:59:59.999000
2018-01-30T04:00:00;10993.07;11118.99;11138.43;10929.06;1711.54;2018-01-30T07:59:59.999000
2018-01-30T08:00:00;11119.0;11047.34;11210.57;10900.0;1938.47;2018-01-30T11:59:59.999000
2018-01-30T12:00:00;11050.34;10323.02;11096.0;10206.25;6059.05;2018-01-30T15:59:59.999000
2018-01-30T16:00:00;10323.25;10399.99;10600.0;9900.0;8297.45;2018-01-30T19:59:59.999000
2018-01-30T20:00:00;10380.0;10237.51;10565.84;10095.31;4737.91;2018-01-30T23:59:59.999000
2018-01-31T00:00:00;10230.0;10060.0;10278.0;9700.0;6311.05;2018-01-31T03:59:59.999000
2018-01-31T04:00:00;10069.96;10280.0;10347.52;9810.0;3055.03;2018-01-31T07:59:59.999000
2018-01-31T08:00:00;10280.0;10290.05;10363.0;10060.0;2726.34;2018-01-31T11:59:59.999000
2018-01-31T12:00:00;10294.97;10017.47;10425.85;9900.0;2775.91;2018-01-31T15:59:59.999000
2018-01-31T16:00:00;10017.51;10114.27;10190.0;9860.0;1885.81;2018-01-31T19:59:59.999000
2018-01-31T20:00:00;10114.36;10285.1;10298.0;10090.0;1261.81;2018-01-31T23:59:59.999000
2018-02-01T00:00:00;10285.1;10069.8;10335.0;9959.04;2404.8;2018-02-01T03:59:59.999000
2018-02-01T04:00:00;10069.77;10063.75;10275.47;10000.01;1881.38;2018-02-01T07:59:59.999000
2018-02-01T08:00:00;10063.75;9591.44;10078.1;9500.0;7404.8;2018-02-01T11:59:59.999000
2018-02-01T12:00:00;9591.45;9339.87;9665.58;9224.0;6612.65;2018-02-01T15:59:59.999000
2018-02-01T16:00:00;9326.23;8941.94;9340.0;8900.0;7404.97;2018-02-01T19:59:59.999000
2018-02-01T20:00:00;8937.86;9224.52;9560.01;8750.99;7856.16;2018-02-01T23:59:59.999000
2018-02-02T00:00:00;9224.52;8883.11;9250.0;8734.0;6149.74;2018-02-02T03:59:59.999000
2018-02-02T04:00:00;8878.59;8673.11;8925.0;8505.0;6496.55;2018-02-02T07:59:59.999000
2018-02-02T08:00:00;8673.11;8299.75;8691.09;8250.92;7575.51;2018-02-02T11:59:59.999000
2018-02-02T12:00:00;8299.75;9070.0;9120.0;8010.02;17952.79;2018-02-02T15:59:59.999000
2018-02-02T16:00:00;9070.0;8699.72;9247.79;8501.0;8118.46;2018-02-02T19:59:59.999000
2018-02-02T20:00:00;8700.0;8873.03;8967.45;8556.93;3678.57;2018-02-02T23:59:59.999000
2018-02-03T00:00:00;8873.03;8344.81;8920.0;8233.0;5058.53;2018-02-03T03:59:59.999000
2018-02-03T04:00:00;8344.88;8708.82;8788.0;8229.0;4158.33;2018-02-03T07:59:59.999000
2018-02-03T08:00:00;8708.82;9099.87;9123.0;8579.0;5096.72;2018-02-03T11:59:59.999000
2018-02-03T12:00:00;9099.87;9173.0;9459.6;8969.0;7066.94;2018-02-03T15:59:59.999000
2018-02-03T16:00:00;9173.01;9339.43;9401.0;9055.0;4005.87;2018-02-03T19:59:59.999000
2018-02-03T20:00:00;9350.0;9199.96;9473.01;9022.0;3338.61;2018-02-03T23:59:59.999000
2018-02-04T00:00:00;9199.96;9219.18;9250.0;8901.01;2810.3;2018-02-04T03:59:59.999000
2018-02-04T04:00:00;9219.19;9200.0;9368.0;9075.01;2431.08;2018-02-04T07:59:59.999000
2018-02-04T08:00:00;9200.0;8691.99;9216.0;8687.45;5322.6;2018-02-04T11:59:59.999000
2018-02-04T12:00:00;8691.99;8419.96;8894.12;8357.93;7359.32;2018-02-04T15:59:59.999000
2018-02-04T16:00:00;8419.96;8264.2;8585.0;8180.0;5737.01;2018-02-04T19:59:59.999000
2018-02-04T20:00:00;8264.19;8184.81;8474.0;7930.0;8354.0;2018-02-04T23:59:59.999000
2018-02-05T00:00:00;8179.99;8137.23;8342.05;7910.0;6227.67;2018-02-05T03:59:59.999000
2018-02-05T04:00:00;8148.83;7965.01;8382.8;7915.01;4611.51;2018-02-05T07:59:59.999000
2018-02-05T08:00:00;7965.01;7578.0;8049.99;7510.0;8595.77;2018-02-05T11:59:59.999000
2018-02-05T12:00:00;7572.32;7384.85;7788.87;7167.0;12353.96;2018-02-05T15:59:59.999000
2018-02-05T16:00:00;7375.49;6698.33;7536.41;6625.0;13593.17;2018-02-05T19:59:59.999000
2018-02-05T20:00:00;6680.76;6939.99;7543.99;6625.0;18021.11;2018-02-05T23:59:59.999000
2018-02-06T00:00:00;6939.63;6327.05;7150.0;6155.0;14648.97;2018-02-06T03:59:59.999000
2018-02-06T04:00:00;6317.8;6043.0;6655.0;6000.01;18582.34;2018-02-06T07:59:59.999000
2018-02-06T08:00:00;6040.98;6559.0;6960.0;6019.24;17286.57;2018-02-06T11:59:59.999000
2018-02-06T12:00:00;6559.0;7290.61;7462.0;6435.99;21152.74;2018-02-06T15:59:59.999000
2018-02-06T16:00:00;7299.99;7544.93;7623.83;6781.0;14178.22;2018-02-06T19:59:59.999000
2018-02-06T20:00:00;7543.18;7652.14;7878.0;7425.67;14352.66;2018-02-06T23:59:59.999000
2018-02-07T00:00:00;7655.02;7200.0;7770.0;7155.0;10107.71;2018-02-07T03:59:59.999000
2018-02-07T04:00:00;7200.0;7669.97;7734.52;7150.01;7528.67;2018-02-07T07:59:59.999000
2018-02-07T08:00:00;7669.97;8151.53;8274.0;7580.6;12798.25;2018-02-07T11:59:59.999000
2018-02-07T12:00:00;8138.05;8169.0;8476.0;8036.0;11365.77;2018-02-07T15:59:59.999000
2018-02-07T16:00:00;8165.0;8130.81;8399.0;7867.0;8745.32;2018-02-07T19:59:59.999000
2018-02-07T20:00:00;8130.81;7599.0;8259.12;7531.11;10232.76;2018-02-07T23:59:59.999000
2018-02-08T00:00:00;7599.0;7784.02;7844.0;7572.09;1521.54;2018-02-08T03:59:59.999000
2018-02-09T08:00:00;7789.9;8280.11;8395.0;7789.9;3483.81;2018-02-09T11:59:59.999000
2018-02-09T12:00:00;8288.03;8333.91;8540.0;8201.95;6043.03;2018-02-09T15:59:59.999000
2018-02-09T16:00:00;8333.98;8633.15;8738.0;8312.0;5944.07;2018-02-09T19:59:59.999000
2018-02-09T20:00:00;8638.05;8683.92;8720.04;8403.0;5012.01;2018-02-09T23:59:59.999000
2018-02-10T00:00:00;8683.93;8905.84;8997.0;8601.0;7993.5;2018-02-10T03:59:59.999000
2018-02-10T04:00:00;8905.84;8915.15;9065.78;8760.0;5592.52;2018-02-10T07:59:59.999000
2018-02-10T08:00:00;8915.15;8635.99;8920.17;8470.0;9309.61;2018-02-10T11:59:59.999000
2018-02-10T12:00:00;8626.12;8263.51;8800.0;8231.0;9669.5;2018-02-10T15:59:59.999000
2018-02-10T16:00:00;8271.0;8419.0;8448.0;8120.0;8887.71;2018-02-10T19:59:59.999000
2018-02-10T20:00:00;8420.0;8533.98;8572.0;8125.0;7928.67;2018-02-10T23:59:59.999000
2018-02-11T00:00:00;8533.99;7969.05;8549.0;7956.0;8046.33;2018-02-11T03:59:59.999000
2018-02-11T04:00:00;7976.73;7850.72;8169.13;7800.0;7751.62;2018-02-11T07:59:59.999000
2018-02-11T08:00:00;7851.2;8140.0;8190.0;7726.53;8613.79;2018-02-11T11:59:59.999000
2018-02-11T12:00:00;8139.99;8449.86;8449.9;8110.0;8650.4;2018-02-11T15:59:59.999000
2018-02-11T16:00:00;8445.06;8285.0;8500.85;8151.2;6996.11;2018-02-11T19:59:59.999000
2018-02-11T20:00:00;8285.0;8063.88;8342.21;8015.0;4966.95;2018-02-11T23:59:59.999000
2018-02-12T00:00:00;8063.82;8479.99;8570.0;8053.0;8080.33;2018-02-12T03:59:59.999000
2018-02-12T04:00:00;8479.0;8473.76;8550.0;8337.0;4804.25;2018-02-12T07:59:59.999000
2018-02-12T08:00:00;8470.01;8640.01;8840.82;8457.03;9193.85;2018-02-12T11:59:59.999000
2018-02-12T12:00:00;8640.01;8670.0;8774.9;8502.0;6716.41;2018-02-12T15:59:59.999000
2018-02-12T16:00:00;8669.99;8792.76;8799.42;8620.0;5349.25;2018-02-12T19:59:59.999000
2018-02-12T20:00:00;8793.0;8903.0;8989.0;8700.0;7843.76;2018-02-12T23:59:59.999000
2018-02-13T00:00:00;8903.0;8760.59;8950.0;8640.33;6814.37;2018-02-13T03:59:59.999000
2018-02-13T04:00:00;8763.2;8669.39;8786.3;8554.87;5427.89;2018-02-13T07:59:59.999000
2018-02-13T08:00:00;8656.26;8531.47;8669.42;8351.0;8785.09;2018-02-13T11:59:59.999000
2018-02-13T12:00:00;8525.08;8489.91;8680.0;8450.0;5800.86;2018-02-13T15:59:59.999000
2018-02-13T16:00:00;8486.05;8616.04;8647.03;8486.05;3677.96;2018-02-13T19:59:59.999000
2018-02-13T20:00:00;8616.11;8539.9;8725.0;8461.0;4948.8;2018-02-13T23:59:59.999000
