duration;positions;profit;best_deal;best_deal, %;worst_deal;worst_deal, %;win_rate;average_profit, %;average_loss, %;profitable_positions;total_trades
654 days, 16:00:00;193;6014.15;4592.45;42.99;-999.55;-7.29;41.45;3.32;-1.74;80;386

;time_1;time_2;type;side;notional;price;quantity;profit;fee
332;2021-08-03 20:00:00;2021-08-03 20:00:00;Market;BUY;12052.42;38008.8;0.32;-12064.49;12.06
333;2021-08-04 00:00:00;2021-08-04 00:00:00;Market;SELL;12115.28;38207.04;0.32;12103.17;12.12
334;2021-08-04 04:00:00;2021-08-04 04:00:00;Market;BUY;12091.06;37976.82;0.32;-12103.17;12.1
335;2021-08-04 08:00:00;2021-08-04 08:00:00;Market;SELL;12043.95;37828.84;0.32;12031.91;12.04
336;2021-08-04 12:00:00;2021-08-04 12:00:00;Market;BUY;12019.87;38160.06;0.31;-12031.91;12.03
337;2021-08-05 08:00:00;2021-08-05 08:00:00;Market;SELL;12243.68;38870.58;0.31;12231.43;12.24
338;2021-08-05 12:00:00;2021-08-05 12:00:00;Market;BUY;12219.2;38008.45;0.32;-12231.43;12.23
339;2021-08-05 16:00:00;2021-08-05 16:00:00;Market;SELL;12457.6;38750.0;0.32;12445.14;12.46
340;2021-08-05 20:00:00;2021-08-05 20:00:00;Market;BUY;12432.7;40692.24;0.31;-12445.14;12.45
341;2021-08-12 12:00:00;2021-08-12 12:00:00;Market;SELL;13673.25;44752.56;0.31;13659.57;13.67
342;2021-08-12 16:00:00;2021-08-12 16:00:00;Market;BUY;13645.92;44196.19;0.31;-13659.57;13.66
343;2021-08-12 20:00:00;2021-08-12 20:00:00;Market;SELL;13700.14;44371.8;0.31;13686.44;13.7
344;2021-08-13 00:00:00;2021-08-13 00:00:00;Market;BUY;13672.75;44400.06;0.31;-13686.44;13.69
345;2021-08-14 08:00:00;2021-08-14 08:00:00;Market;SELL;14663.12;47616.12;0.31;14648.45;14.66
346;2021-08-14 12:00:00;2021-08-14 12:00:00;Market;BUY;14633.81;46570.54;0.31;-14648.45;14.65
347;2021-08-15 00:00:00;2021-08-15 00:00:00;Market;SELL;14790.28;47068.5;0.31;14775.49;14.79
348;2021-08-15 08:00:00;2021-08-15 08:00:00;Market;BUY;14760.71;45738.34;0.32;-14775.49;14.78
349;2021-08-15 12:00:00;2021-08-15 12:00:00;Market;SELL;14820.49;45923.57;0.32;14805.67;14.82
350;2021-08-16 04:00:00;2021-08-16 04:00:00;Market;BUY;14790.86;47357.62;0.31;-14805.67;14.81
351;2021-08-16 08:00:00;2021-08-16 08:00:00;Market;SELL;14775.95;47309.85;0.31;14761.17;14.78
352;2021-08-16 16:00:00;2021-08-16 16:00:00;Market;BUY;14746.41;46344.03;0.32;-14761.17;14.76
353;2021-08-16 20:00:00;2021-08-16 20:00:00;Market;SELL;14666.53;46092.98;0.32;14651.86;14.67
354;2021-08-17 04:00:00;2021-08-17 04:00:00;Market;BUY;14637.21;46417.0;0.32;-14651.86;14.65
355;2021-08-17 08:00:00;2021-08-17 08:00:00;Market;SELL;14489.15;45947.49;0.32;14474.66;14.49
356;2021-08-17 12:00:00;2021-08-17 12:00:00;Market;BUY;14460.19;46845.15;0.31;-14474.66;14.47
357;2021-08-17 16:00:00;2021-08-17 16:00:00;Market;SELL;14115.96;45730.0;0.31;14101.85;14.12
358;2021-08-17 20:00:00;2021-08-17 20:00:00;Market;BUY;14087.74;45465.01;0.31;-14101.85;14.1
359;2021-08-18 00:00:00;2021-08-18 00:00:00;Market;SELL;13849.44;44695.95;0.31;13835.59;13.85
360;2021-08-18 04:00:00;2021-08-18 04:00:00;Market;BUY;13821.76;45055.78;0.31;-13835.59;13.84
361;2021-08-18 08:00:00;2021-08-18 08:00:00;Market;SELL;13789.71;44951.31;0.31;13775.92;13.79
362;2021-08-18 12:00:00;2021-08-18 12:00:00;Market;BUY;13762.15;44746.6;0.31;-13775.92;13.78
363;2021-08-18 16:00:00;2021-08-18 16:00:00;Market;SELL;14092.28;45820.0;0.31;14078.18;14.09
364;2021-08-18 20:00:00;2021-08-18 20:00:00;Market;BUY;14064.11;44901.11;0.31;-14078.18;14.08
365;2021-08-19 00:00:00;2021-08-19 00:00:00;Market;SELL;14000.92;44699.37;0.31;13986.92;14.0
366;2021-08-19 04:00:00;2021-08-19 04:00:00;Market;BUY;13972.93;44046.97;0.32;-13986.92;13.99
367;2021-08-19 08:00:00;2021-08-19 08:00:00;Market;SELL;14167.4;44660.01;0.32;14153.23;14.17
368;2021-08-19 12:00:00;2021-08-19 12:00:00;Market;BUY;14139.08;44215.24;0.32;-14153.23;14.15
369;2021-08-22 08:00:00;2021-08-22 08:00:00;Market;SELL;15731.5;49195.01;0.32;15715.77;15.73
370;2021-08-26 08:00:00;2021-08-26 08:00:00;Market;BUY;15700.06;46891.75;0.33;-15715.77;15.72
371;2021-08-26 12:00:00;2021-08-26 12:00:00;Market;SELL;15681.36;46835.9;0.33;15665.68;15.68
372;2021-08-26 16:00:00;2021-08-26 16:00:00;Market;BUY;15650.01;46800.0;0.33;-15665.68;15.67
373;2021-08-26 20:00:00;2021-08-26 20:00:00;Market;SELL;15694.89;46934.22;0.33;15679.2;15.69
374;2021-09-15 00:00:00;2021-09-15 00:00:00;Market;BUY;15663.52;47103.28;0.33;-15679.2;15.68
375;2021-09-15 04:00:00;2021-09-15 04:00:00;Market;SELL;15654.27;47075.47;0.33;15638.62;15.65
376;2021-10-01 08:00:00;2021-10-01 08:00:00;Market;BUY;15622.98;44788.42;0.35;-15638.62;15.64
377;2021-10-03 08:00:00;2021-10-03 08:00:00;Market;SELL;16706.96;47896.0;0.35;16690.25;16.71
378;2021-10-06 16:00:00;2021-10-06 16:00:00;Market;BUY;16673.56;54984.2;0.3;-16690.25;16.69
379;2021-10-08 04:00:00;2021-10-08 04:00:00;Market;SELL;16319.07;53815.21;0.3;16302.75;16.32
380;2021-10-08 08:00:00;2021-10-08 08:00:00;Market;BUY;16286.45;54829.38;0.3;-16302.75;16.3
381;2021-10-09 00:00:00;2021-10-09 00:00:00;Market;SELL;16026.93;53955.67;0.3;16010.9;16.03
382;2021-10-11 04:00:00;2021-10-11 04:00:00;Market;BUY;15994.89;56505.05;0.28;-16010.9;16.01
383;2021-10-11 20:00:00;2021-10-11 20:00:00;Market;SELL;16273.22;57488.33;0.28;16256.95;16.27
384;2021-10-12 20:00:00;2021-10-12 20:00:00;Market;BUY;16240.69;55329.78;0.29;-16256.95;16.26
385;2021-10-13 08:00:00;2021-10-13 08:00:00;Market;SELL;16030.18;54612.6;0.29;16014.15;16.03
